,source,retweets,Text,timestamp,userlocation
338,IFTTT,0.0,Do you know about our award winning #wine blo g? New posts every #WineWednesday. Sign up to never miss a post.… https://t.co/qW856mWjvy,2022-09-16 22:44:17,Paso Robles
339,Twitter Web App,0.0,"Road trip, mapping the route for the upcoming, very stylish

#Coffee
#Wine tasting
#Golf
#Ballet
#Yacht
#camping… https://t.co/miGPac5Iyb",2022-09-16 22:43:17,
340,Twitter for Android,0.0,"Mmmm, nothing like extra warm wine from me accidentally leaving the unopened bottle in the car for two days.… https://t.co/CMFxdXJFqN",2022-09-16 22:41:53,"Ohio, USA"
341,Twitter Web App,0.0,BACK AGAIN! Our #Free #wine #giveaway This time its for 12 bottle 🤯 Signup and Entry is free with no subscription f… https://t.co/7YilGSNepC,2022-09-16 22:41:45,"London, UK"
342,Twitter Web App,0.0,"alexander.parker After an 8-hour drive, we finally arrived at the castle of Arpaillargues, close to Uzès.

#Coffee… https://t.co/Af0JtE3Ytf",2022-09-16 22:40:59,
343,Tweet Suite,0.0,"#Restaurant, #cafe, #diner, #bar, #wine or other #food venue learn how to get 2000+ New customers in a year!! Our r… https://t.co/1CLDhDQUIv",2022-09-16 22:40:08,"Naples, Florida"
344,Tweet Suite,0.0,"I am not having a glass of #wine, I am having six! It is called a tasting and it is classy! #winehumor #winelovers https://t.co/UVvoYYuDRs",2022-09-16 22:40:07,"Naples, FL"
345,dlvr.it,1.0,"RT @RealWineGuru: 6 Torrontés That Pair with Any Cuisine: This white wine from Argentina is floral, fruity and well-balanced to pair with a…",2022-09-16 22:39:33,"UK EU France, Aube, Argentina"
346,Twitter Web App,0.0,We now carry House Wines! We have several flavors to choose from! They are perfect for sipping this fall! Stop in a… https://t.co/SgWiFgQdUC,2022-09-16 22:39:00, 1112 State Route 222 Cortland
347,Twitter for iPhone,1.0,RT @winsordobbin: Vermentino and the grapes of wrath. Vignerons at war. #france #italy #grapes #wine #winebusiness #EU https://t.co/yUCDLl1…,2022-09-16 22:34:26,Kuils River
348,Maplecroft Twitter Feed,0.0,"Mega Pint, Wine Tumbler, Mega Pint Wine Glass, Poured Myself a large glass of wine, DP, Megapint Tee Shirt. 👏… https://t.co/sy06fW5OQw",2022-09-16 22:33:43,"New York, NY"
349,twitter_com_flume,0.0,"Mega Pint, Wine Tumbler Stickers, Mega Pint Wine, Poured Myself a large glass of wine, DP, Megapint Sticker, Sticke… https://t.co/AkBXA2phq8",2022-09-16 22:33:36,"Rio de Janeiro, Brazil"
350,git_ml_project_app,0.0,"Mega Pint, Wine Frosted Glass , Keep Calm, Mega Pint Wine Glass, Johnny Depp mega pint Glass Jars with Bamboo Lid a… https://t.co/Dm24JFloBm",2022-09-16 22:33:31,"RANDALLSTOWN, MD"
351,CoSchedule,0.0,"To the weekend ahead… Cheers, Friends! 🍷🥂

#vinocultured #explore #wine #wines #winelover #winelovers #winetime… https://t.co/OYHiO9s4PJ",2022-09-16 22:32:23,
352,LaterMedia,0.0,"Wine and Roses! Quite a good combination, isn't it? Get your Rose Wine Glasses to make your evenings special, alone… https://t.co/eb96Zeac4X",2022-09-16 22:30:39,"Milan, MI"
353,Farm Machinery,1.0,RT @DailyKeg: Sierra Nevada Terminates 3 California Distribution Partnerships to Align with Reyes - https://t.co/5Nwrue7Wat #beer #beernews…,2022-09-16 22:30:04,"England, United Kingdom"
354,Loomly,0.0,"Did you know we have a full bar including our freshly brewed #craftbeer, barrel-aged beer, #wine and spirits. On Fr… https://t.co/1kpwyWkaxN",2022-09-16 22:30:02,"4120 University Dr. Durham, NC"
355,Twitter for iPhone,0.0,Some weekend reading? This week’s #wine reviews at https://t.co/Zs17rHykc5 feature an eclectic trio from @PJDredge… https://t.co/SsuicqD5NU,2022-09-16 22:29:52,"Cygnet, Tasmania"
356,SocialBee.io v2,0.0,"Pennsylvania is the 5th largest wine producer in the whole of the United States, with over 300 wineries housed with… https://t.co/mDNqRk4Fds",2022-09-16 22:29:00,"London, England"
357,TweetDeck,0.0,"Pear &amp; White Wine Confit

IN STOCK: https://t.co/xt3K4Q3Ic6

#foodies #recipes #cooking #FoodLover #FoodLovers… https://t.co/qW99ykPhN4",2022-09-16 22:27:00,
358,Twitter Web App,0.0,Have You ever tried Norwegian wine? #winefortune #winefund #JoinTheElite #wine #finewine #vintagewine #lovewine… https://t.co/YXBisSsPmW,2022-09-16 22:23:54,EU
359,Twitter for iPhone,1.0,Vermentino and the grapes of wrath. Vignerons at war. #france #italy #grapes #wine #winebusiness #EU… https://t.co/LjuDZX5gIu,2022-09-16 22:23:32,"Cygnet, Tasmania"
360,Twitter for Android,1.0,"RT @BlockchainNewsM: To boost Georgia’s global reputation as a leading wine producer, the Cardano Foundation has partnered with the nation’…",2022-09-16 22:22:39,"Nairobi, Kenya"
361,Tweet Suite,0.0,Women who love #wine!! lol https://t.co/NBgD2zNLdq,2022-09-16 22:20:06,"Naples, FL"
362,dlvr.it,0.0,Gold plates and black hats: When Buckingham Palace went kosher https://t.co/ysZuPofBEj #winelovers #wine #foodie https://t.co/SwyVA5Ct5E,2022-09-16 22:18:06,"Dallas, TX"
363,Twitter for iPhone,0.0,"It really took two days for this wine to open up. Really good for $14. 

#wine #winelover #winelovers #winery https://t.co/adZWEzPprI",2022-09-16 22:17:18,Switzerland
364,newsy.co,1.0,Sierra Nevada Terminates 3 California Distribution Partnerships to Align with Reyes - https://t.co/5Nwrue7Wat #beer… https://t.co/38H6EysM6t,2022-09-16 22:14:38,"New York City, NY"
365,Twitter for iPhone,6.0,"RT @RoebuckSteve1: Life is good my friends!

@teamhrc @GlennNashville @CoastCabCritic @cynthia_hayes @AmauryCarrasco @Noles31BB @AttorneySo…",2022-09-16 22:14:33,windsor UK
366,Twitter for Android,2.0,RT @captnrailroad: #winewednesday and this week I am putting up a wine from my first West Virginia winery visit. Black Tie full body red ta…,2022-09-16 22:12:27,USA | Mother Earth
367,Twitter Web App,5.0,"RT @LetsWine_IESR: Alrighty folks, sweet wine month continues on let’s wine about sports on @IESportsRadio. What choice should be next on t…",2022-09-16 22:09:19,"Newark, NJ"
368,fixboatquick_list,0.0,https://t.co/Vb0yjhYMvf Vin-Aire #wine Aerator #Decanter with stand https://t.co/A3LeelKUkW,2022-09-16 22:07:33,"West Hartford, CT"
369,Twitter for iPhone,5.0,"RT @LetsWine_IESR: Alrighty folks, sweet wine month continues on let’s wine about sports on @IESportsRadio. What choice should be next on t…",2022-09-16 22:07:29,
370,Twitter for iPhone,5.0,"Alrighty folks, sweet wine month continues on let’s wine about sports on @IESportsRadio. What choice should be next… https://t.co/xQN5zvj1hZ",2022-09-16 22:06:21,
371,Buffer,0.0,"🇫🇷 🍷  #TGIF! Enjoying excellent 2020 #JeanMaxRoger Cuvée Genèse #Sancerre (92 pts, $33) from #Loire 2nite. Arrived… https://t.co/y9O10sF9Lr",2022-09-16 22:05:02,"Toronto, ON"
372,Twitter for iPhone,0.0,I swear I can hear the yeast working on my wine! Lol… #wine #winemaking https://t.co/hBbvneqsJd,2022-09-16 22:03:54,"Los Alamos, NM"
373,TweetDeck,0.0,Wine Spectator website members: Central Coast #PinotNoir star #wine maker Greg Brewer of @BrewerClifton invites… https://t.co/MaCNyOmGWc,2022-09-16 22:03:00,"New York, NY; Napa, CA"
374,Twitter for Android,6.0,RT @BartlettBacchus: Giving this 2016 #BlackStallion Estate Cabernet from the Gaspare Vineyard a try tonight. Burgers (bison) setup and rea…,2022-09-16 22:02:53,"Newcastle, New South Wales"
375,Twitter for iPhone,1.0,RT @ReelUrbanNews: Let’s #wine and #dine w/@SVBranches @.... https://t.co/KkvccnEyEY https://t.co/WrjzfL9Ghr,2022-09-16 22:02:40,"Atlanta, GA"
376,Twitter for iPhone,0.0,Wine making at home! #wine #winemaking https://t.co/UcbxvJo0Ci,2022-09-16 22:02:00,"Los Alamos, NM"
377,Tea Leaf Collective,0.0,"#Laithwaites Wine Luxury Mixed Dozen Gift

🛒 &gt;&gt;&gt; https://t.co/fvJA83Kzjm

#AD #wine #shiraz #chardonnay #rioja… https://t.co/SDkyxhQApA",2022-09-16 22:01:42,
378,peppin1,0.0,"Layered Wine Scene, Layered Art, Wine Lover Gift
 #art #wine #LoverGift #scene #Layered #CreationsbyCasady

👉… https://t.co/jcddUl2r1G",2022-09-16 22:01:19,"middleport, OH"
379,uda_YOG,0.0,"3D Layered Wine Scene, Layered Art, Wine Lover Gift
 #scene #Layered #art #LoverGift #wine #CreationsbyCasady

👉… https://t.co/4tSRitFNdy",2022-09-16 22:01:04,"Toronto, Ontario"
380,Cloud Campaign,0.0,Become a Wine Influencer | Six Figures per Year as Wine Influencer | MyWineHangout🍷| #TEAMOMEGA | Wine Webinar… https://t.co/dkpigvdB2a,2022-09-16 22:00:12,"Delray Beach, FL"
381,Wine Lovers Box,1.0,"RT @WineandSpirits: Critic Joshua Greene writes, ""its red fruit is earthy and richly textured, with a mature note of leather in the end"" on…",2022-09-16 22:00:12,London
382,Tweet Suite,0.0,What are you drinking #winelovers? #wineoclock #wineselfies #wine https://t.co/CW0HINHdM0,2022-09-16 22:00:07,"Naples, FL"
383,Wine PLOW,1.0,"Mississippi Bourbon Punch Recipe (Wine Enthusiast)

Large gatherings and batched boozy beverages go hand-in-hand.An… https://t.co/BWLZ85wSJ8",2022-09-16 21:58:56,Internet
384,Canva,0.0,"Sip &amp; Stay 
September 23rd, 2022 | 7:00 PM
#stayoysterbay #coastalliving  #luxurysuites  #hotelboutique… https://t.co/Qk7kW06Dht",2022-09-16 21:58:00,"400 Bayfront Parkway, 32502"
385,Twitter for iPhone,0.0,Met a few old friends at the #wine store today. https://t.co/b1WAFctTF1,2022-09-16 21:57:10,New England
386,LaterMedia,0.0,"Shabbat Shalom! Hope you had a great week!

Learn more about this week's Torah portion here 👉🏼… https://t.co/7v72rmt7Wv",2022-09-16 21:55:35,Las Vegas
387,Instagram,0.0,"Friday, September 16, 2022 is International Grenache Day. This includes a splash of Cinsault, but is 90% Grenache,… https://t.co/BsMjbFOrkQ",2022-09-16 21:55:24,"New York, USA"
388,dlvr.it,1.0,"RT @RealWineGuru: Study Guide: Wine Pairing Tips for Thanksgiving (Mini Clinic): 2 min read

On November 8, 2022 at 8:30pm EST / 5:30pm PST…",2022-09-16 21:55:03,"UK EU France, Aube, Argentina"
389,Twitter for Android,0.0,"Wine special for the wkend - Mapreco Vinho Verde from Portugal made w/ green grapes. It's light, crisp, refreshing… https://t.co/bXHxtk3mPf",2022-09-16 21:54:54,"Lawrence, Kansas, USA"
390,CellarTracker,0.0,Drinking 2018 Copain Grenache Brosseau Vineyard - #wine https://t.co/BuZbtLPG7V,2022-09-16 21:54:37,Lodi Wine Country
391,Twitter for iPhone,3.0,"RT @jazzcattrio: Artwork welcoming #autumn  🍂  Early September Sunset &amp; September Vines, watercolors inspired by  #BayArea landscapes. #art…",2022-09-16 21:52:18,"Spokane Valley, WA"
392,dlvr.it,0.0,Grenache Day 2022 https://t.co/IZfw84W2PI by @CrushGrapeChron #travel #food #wine https://t.co/DKYNTNCtYe,2022-09-16 21:52:09,"UK EU France, Aube, Argentina"
393,Twitter for Android,1.0,"RT @r_five_wines: Pizza and wine is a great date night idea. R Five Wines has both of them!

#chestercounty #downingtown #wine #pizza #wine…",2022-09-16 21:51:55,Sonoma CA and Downingtown PA
394,Twitter for Android,6.0,"RT @RoebuckSteve1: Life is good my friends!

@teamhrc @GlennNashville @CoastCabCritic @cynthia_hayes @AmauryCarrasco @Noles31BB @AttorneySo…",2022-09-16 21:49:19,COLOMBIA
395,Microsoft Power Platform,1.0,"RT @FrettChan: My set up @shopbureaux for the #Art and #Wine Walk last night. Thank you for hosting me!

Also as always thank you to everyo…",2022-09-16 21:46:51,"Washington, DC, "
396,Twitter for Android,4.0,"RT @NorthBayJwJ: #Wine moguls, like billionaire Bill Foley of Foley Family Wines, are part of a larger trend in the #SonomaCounty wine indu…",2022-09-16 21:46:19,Derry
397,Twitter for Android,0.0,A really decent and affordable 2020 #Gewürztraminer from local  @KarloEstates with our #Friday dinner. #vqa #wine… https://t.co/rbCsg80fD0,2022-09-16 21:44:22,"Toronto, Ontario"
398,IFTTT,0.0,Welcome to Sesame Street for adults! #WinephabetStreet is a monthly series. New month = new letter = new #wine! https://t.co/uw3dB53cLn,2022-09-16 21:44:06,"Fresno, CA"
399,Twitter for Android,0.0,"ITS WINE TIMEEE!!🍷
click the link🥂 : https://t.co/JEYlhj11p7 👈🏾

 #weekendvibes #WINETIME #winedownwithraya… https://t.co/DsYsGxfmnd",2022-09-16 21:42:05,Chris Brown's Heart 💍❤️‍🔥
400,Information Critical,1.0,"RT @moevino: Great Piece @wblakegray! I hope producers take note. Maybe offer lower tiers, to make a visit possible for those w/out the tru…",2022-09-16 21:41:52,Virginia
401,Twitter for iPhone,6.0,"RT @RoebuckSteve1: Life is good my friends!

@teamhrc @GlennNashville @CoastCabCritic @cynthia_hayes @AmauryCarrasco @Noles31BB @AttorneySo…",2022-09-16 21:41:25,"Las Vegas, NV"
402,Information Critical,1.0,RT @smiland: NEW GLASS ALERT! A gift from my sister for doggie sitting#wineglassselectionoftheevening #wineglasscollection #winelover #wino…,2022-09-16 21:41:12,Virginia
403,Tweet Suite,0.0,Friends do not let friends drink #wine alone! #wineoclock #wineselfies #winelovers https://t.co/MUSNVr7Dr6,2022-09-16 21:40:07,"Naples, FL"
404,Twitter for iPad,3.0,"RT @damewine: ""Napa Winery Using Covid Lessons On How Technology Can Take #Wine Hospitality To Next Level"" via @Forbes

https://t.co/277Pqm…",2022-09-16 21:38:18,"Adelaide, Australia"
405,Twitter for iPhone,0.0,Callum @ Tapestry brewery set up &amp; run by Bristol based charity Props  - taproom opening next Friday (23rd) - Brist… https://t.co/mE0ua6nrU0,2022-09-16 21:38:15,Bristol & Somerset
406,Twitter for Android,6.0,"RT @RoebuckSteve1: Life is good my friends!

@teamhrc @GlennNashville @CoastCabCritic @cynthia_hayes @AmauryCarrasco @Noles31BB @AttorneySo…",2022-09-16 21:35:38,
407,Missinglettr,0.0,"Paired with the Lemonade Stand Moscato, it gives this sangria an extra boost of boozy lemon flavor.

Read more 👉… https://t.co/6Qe9SVlnxv",2022-09-16 21:33:22,"New Jersey, USA"
408,Twitter for Android,1.0,NEW GLASS ALERT! A gift from my sister for doggie sitting#wineglassselectionoftheevening #wineglasscollection… https://t.co/hDb5pRvDZy,2022-09-16 21:30:29,Pennsylvania
409,Twitter for iPhone,0.0,Wine is technically grapes. So if you chew on wine does it count as a meal…?🍷 #wine,2022-09-16 21:28:27,"New Jersey, USA"
410,Twitter for iPhone,1.0,It’s the best time of the year! Happy #Harvest2022. #harvesttime #besttimeoftheyear #wine #winemakers #winemaker… https://t.co/MxzpAM3Xzg,2022-09-16 21:26:56,"Napa, CA"
411,Twitter for iPhone,1.0,"RT @OriginalNFV: RT #ForgePizza #Napa 
  · 
Add that egg to the burger. Thank us later.

@ForgePizza #burgers #pizza #wings #beer #wine #fu…",2022-09-16 21:24:13,"Napa, California"
412,Twitter Web App,1.0,"My set up @shopbureaux for the #Art and #Wine Walk last night. Thank you for hosting me!

Also as always thank you… https://t.co/Nr2ZlkJfGP",2022-09-16 21:22:09,"British Columbia, Canada"
413,Tweet Suite,0.0,"#Wine is good for your brain, according to science via @WomansDay https://t.co/4RDgWlsqhk #winelovers #wineselfies https://t.co/Sn1R7VSdth",2022-09-16 21:20:07,"Naples, FL"
414,Twitter Web App,0.0,"Do you know the 11 AVAs of Willamette Valley? https://t.co/ObJyzVI3qK

Explore an exclusive curated collection of o… https://t.co/wkMfr6jF09",2022-09-16 21:19:12,Online
415,Sarcasm_detection_dbms,0.0,"Mon Tues Wed Thurs Friday!!! T-Shirts, wine lover, girls night out on friday, guys night out on friday
 #thurs… https://t.co/w2jTrOZiqV",2022-09-16 21:17:51,
416,Twitter Web App,104.0,"RT @cuveecollective: Happy Friday Collectors! 

If you havent watched the 1st episode of Wine in Web3 featuring the Robert Craig Wine NFT,…",2022-09-16 21:17:23,
417,Twitter Web App,130.0,"RT @cuveecollective: Giveaway Time 🎉  Who wants a Robert Craig Wine NFT?!! Giveaway starts today &amp; ends Tue, Sep 20. Winner will be announc…",2022-09-16 21:16:40,
418,Seedphisher,0.0,"Group Therapy T-Shirts, wine together, Wine Shirt for Women, Girl’s Wine Trip, Girls Trip girls night, Gift for Win… https://t.co/LObggkokd6",2022-09-16 21:16:22,
419,Twitter Web App,1.0,"Great Piece @wblakegray! I hope producers take note. Maybe offer lower tiers, to make a visit possible for those w/… https://t.co/n3noTnaOzC",2022-09-16 21:15:31,"San Francisco, CA"
420,Twitter for Android,0.0,"Your Comedy Minute (Quickie) #Wine #humor #laugh #funny #joke #comedy 
YouTube:
https://t.co/f8T888ZHx3 https://t.co/xAPV2IAuLk",2022-09-16 21:13:49,"York, Pa."
421,follow_app_test,0.0,"Wine Tumbler, Gift for Wine Lover, Gift for Her, Barware
 #LoverGift #wine #Barware #WineTumbler #CreationsbyCasady
https://t.co/s1iIPxW3Su",2022-09-16 21:13:34,Universe
422,Twitter Web App,0.0,"Don't forget that until 6PM tonight at @TheSavoryGrape, there is a @FolonariTenute #wine tasting. Sample their… https://t.co/FqbprZmPPv",2022-09-16 21:13:29,New England
423,Twitter for Android,0.0,#Wine time,2022-09-16 21:12:05,coalisland
424,dlvr.it,0.0,"Mississippi Bourbon Punch Recipe: Crafting a well-balanced punch requires a solid recipe. This sweet, strong and ea… https://t.co/7swypFT3Ci",2022-09-16 21:12:03,"UK EU France, Aube, Argentina"
425,Twitter for Android,3.0,RT @TorontoVino: End the Summer with a bang! These local bubbles are just what we need this hot and humid weekend! Let’s support our local…,2022-09-16 21:11:55,"St.Catharines, Ontario, Canada"
426,Twitter Web App,0.0,"Is it even worth heading to Tuscany and not doing a wine tour? 

Well, probably, but you'd be doing yourself a huge… https://t.co/LAjGB2eTMf",2022-09-16 21:11:00,"North Carolina, USA"
427,Twitter Web App,1.0,RT @BilekSimon: Thank you for your interest and the convivial yesterday afternoon-evening - It-safety &amp; wine 🍷- das security tasting! Züric…,2022-09-16 21:08:17,
428,Hootsuite Inc.,0.0,"Kick-Off the weekend with your favorite pizza and a bottle of wine for good measure. 🍕🍷

#craft64 #local #craftbeer… https://t.co/Tvoruif3lP",2022-09-16 21:05:11,Scottsdale & Chandler AZ.
429,Twitter for iPhone,0.0,"@billybinion @DyjuanTatro @BinnysBev 
58 minutes to go but close enough.
#wine https://t.co/UJ4BMoYNs3",2022-09-16 21:02:39,"Chicago, IL"
430,Twitter for Android,12.0,"RT @DivaVinophile: Grilled chimichurri skirt #steak + low-intervention #sangiovese 👌
Tasting notes👉 https://t.co/5azcpKNXT4
#wine #winelove…",2022-09-16 21:01:33,"England, United Kingdom"
431,IFTTT,0.0,"Another #wine-day. It's September 16, 2022 at 05:01PM O'clock...it's #WineOclock! So what are you drinking tonite? (We'll RT)",2022-09-16 21:01:23,Twitter Vineyard /USA /CANADA
432,Hootsuite Inc.,1.0,"Happy Friday🥂

Foss Marai Extra Dry - Available at the LCBO
.
.
.
#lcbo #lcbowine #wine #winelover #sparklingwine https://t.co/cldFap2djg",2022-09-16 21:00:49,"Toronto, Ontario"
433,Tea Leaf Collective,0.0,"2020 Tyrrell's Old Winery Chardonnay

🛒 &gt;&gt;&gt; https://t.co/dJEdZLnrCu

Delicious 3.0 star wine from Hunter Valley. An… https://t.co/oy0UfPVFt4",2022-09-16 21:00:12,
434,Tweet Suite,0.0,A Large bottle of #wine always helps! https://t.co/YSTSughaX3,2022-09-16 21:00:07,"Naples, FL"
435,Twitter for Android,1.0,"RT @damewine: ""Napa Winery Using Covid Lessons On How Technology Can Take #Wine Hospitality To Next Level"" via #Forbes

https://t.co/277Pqm…",2022-09-16 20:59:38,"England, United Kingdom"
436,AddtoCart.co.uk,0.0,"Personalised Tattinger Rose Champagne And Original Newspaper | Wine

https://t.co/wLYkQoHose

#Wine… https://t.co/tAoluI5EUz",2022-09-16 20:59:03,United Kingdom
437,Instagram,0.0,"First fruits of the harvest become joven (young wines), then reserva (aged 3-5 years), then eventually archived on… https://t.co/tg5aTySSMq",2022-09-16 20:58:34,"Detroit, MI"
438,Twitter Web App,104.0,"RT @cuveecollective: Happy Friday Collectors! 

If you havent watched the 1st episode of Wine in Web3 featuring the Robert Craig Wine NFT,…",2022-09-16 20:57:51,
439,Twitter Web App,130.0,"RT @cuveecollective: Giveaway Time 🎉  Who wants a Robert Craig Wine NFT?!! Giveaway starts today &amp; ends Tue, Sep 20. Winner will be announc…",2022-09-16 20:57:16,
440,The CBD Bot,1.0,"RT @smokersoasistx: $25 Gallon JUG-A-RITAS! Keep the party going this weekend by stopping by the home of the Jug-A-Rita!

#Odessatx #Midlan…",2022-09-16 20:55:46,United States
441,Twitter Web App,0.0,$NAPA down 22% this week in a straight line to new all-time lows? Their portfolio isn't THAT bad is it? #wine,2022-09-16 20:55:41,San Francisco
442,Twitter for iPhone,1.0,"$25 Gallon JUG-A-RITAS! Keep the party going this weekend by stopping by the home of the Jug-A-Rita!

#Odessatx… https://t.co/9QDcoGD1iH",2022-09-16 20:55:36,"Odessa, TX"
443,Twitter Web App,0.0,"16 Alta Colina GSM Estate. PnP, delicious. Definitely #Paso up-front style. Big aromas of blue &amp; black berries &amp; pl… https://t.co/QVifZhYwtl",2022-09-16 20:54:54,San Francisco area
444,dlvr.it,1.0,RT @RealWineGuru: New South Wales looks to bring its best wines to London’s 67 Pall Mall: Featuring 66 wines from 17 producers and seven em…,2022-09-16 20:54:34,"UK EU France, Aube, Argentina"
445,Twitter for iPhone,5.0,"RT @So_mmel_ier: 91 Hubert Montille Tallepieds is awesome. Strawberry candy, cherry, cranberry tart, watermelon, green tea, matcha, oolong.…",2022-09-16 20:52:46,"De Luz, California"
446,Twitter Web App,130.0,"RT @cuveecollective: Giveaway Time 🎉  Who wants a Robert Craig Wine NFT?!! Giveaway starts today &amp; ends Tue, Sep 20. Winner will be announc…",2022-09-16 20:49:23,Coeur d'Alene
447,IFTTT,0.0,RT WineSpectator: VIDEO CONTEST: It's time to vote for the winner of @WineSpectator's 2022 Video Contest! You can w… https://t.co/iXEjzEbnaj,2022-09-16 20:49:21,"Los Angeles, CA"
448,Microsoft Power Platform,1.0,"RT @dreamstolines: September 01, 2022

Main dream: Hugging dog, saying “I love you” and the dog replying “I love you too” (telepathically)…",2022-09-16 20:46:51,"Washington, DC, "
449,Twitter for iPhone,0.0,"Wine night with 90's 
accompaniment…

#Wine 🍾🍷",2022-09-16 20:44:47,
450,Twitter for Android,1.0,"RT @wivteam: Happy Friday everyone! We just wanted to share a not a very common view with all of you.
Which one would you choose: blue or w…",2022-09-16 20:44:28,"Hampton Roads, VA"
451,newsy.co,0.0,D9 Brewing Unveils Brand Refresh - https://t.co/DYCKxFzA1U #beer #beernews #craftbeer #dailykeg #brewery #wine #liquor,2022-09-16 20:43:31,"New York City, NY"
452,Pallyy,1.0,"Happy Friday everyone! We just wanted to share a not a very common view with all of you.
Which one would you choose… https://t.co/WXID9xcElO",2022-09-16 20:43:01,"London, England"
453,Twitter Web App,130.0,"RT @cuveecollective: Giveaway Time 🎉  Who wants a Robert Craig Wine NFT?!! Giveaway starts today &amp; ends Tue, Sep 20. Winner will be announc…",2022-09-16 20:41:10,"Coeur d'Alene, Idaho"
454,Tweet Suite,0.0,Love this creative #wine #art!! #winelovers #wineselfies https://t.co/9HdUIcl3O0 via @ryan_sorrell,2022-09-16 20:40:07,"Naples, FL"
455,Twitter for iPhone,0.0,"#wine if they made wine bottles bigger, you wouldn’t have to look at so many “empties” 🤷‍♂️",2022-09-16 20:39:05,
456,Twitter for iPhone,0.0,"Great evening at @Hants_OctFest in #basingstoke this evening. 

Tickets available for tomorrow:… https://t.co/RXQVBVUw7Q",2022-09-16 20:38:07,"Basingstoke, UK"
457,dlvr.it,0.0,Nashville has a hot new speakeasy and we’ve got their signature tequila recipes https://t.co/gPwhj2s3Gm #winelovers… https://t.co/xmc9Q0Ys9O,2022-09-16 20:35:36,"Dallas, TX"
458,Even Newer Ditto,1.0,RT @ucfoodietv: Spruce it up by warming it up. Why You Should Try Drinking Your Old Fashioned Warm! #Oldfashioned #UndercoverJetsetter #Joh…,2022-09-16 20:32:09,Outer Space
459,Buffer,1.0,Spruce it up by warming it up. Why You Should Try Drinking Your Old Fashioned Warm! #Oldfashioned… https://t.co/fS6nTUSPF7,2022-09-16 20:32:00,Global
460,Twitter Web App,0.0,you know that you are already an adult when after work you wonder what to drink tea or wine 🫖🍷  #wine #tea #adult #work,2022-09-16 20:29:58,"Poznan, Poland"
461,Twitter Web App,17.0,"RT @SellableStuff: HardRock Casino Mason Jars https://t.co/m2gA9DT0m4 
 
#HardRock #HardRockCasino #MasonJars #Glassware #Drinkware #Tea #S…",2022-09-16 20:28:46,United States
462,Wine PLOW,0.0,"The Best Refreshing &amp; Affordable Wines For Any Occassion (Bustle)

These days, it seems like everyone is (finally)… https://t.co/VhTL6Wi2bw",2022-09-16 20:28:31,Internet
463,AMT_To_Twitt_Listings,0.0,https://t.co/impKylpeHt Metrokane Rabbit Red #wine Aerating Pourer #Aerato https://t.co/xzf5mLwuKs,2022-09-16 20:27:11,United States
464,Twitter for iPhone,0.0,This evening at the #GuyFawlkesinn #history and #wine for the #Friday #win https://t.co/iQDS46h4Ao,2022-09-16 20:26:46,Sunny Suffolk 
465,Twitter for iPhone,0.0,Ready to uncork some fun and get your weekend started??? 👉 We’ve got Select Bottles of Wine $20 EVERY Friday!! See… https://t.co/ykecOvYgsL,2022-09-16 20:23:53,"2017 Devine St., Columbia, SC"
466,Twitter for iPhone,1.0,Let’s #wine and #dine w/@SVBranches @.... https://t.co/KkvccnEyEY https://t.co/WrjzfL9Ghr,2022-09-16 20:21:38,"Los Angeles, CA"
467,Twitter Web App,0.0,"""Rioja 101: Exploring the Past, Present and Future of Spain's Most Famous Red Wine"" via @SustainableKW 

https://t.co/NIyfAonzm1

#wine",2022-09-16 20:21:28,New York City
468,Twitter for iPhone,1.0,"RT @NatalieMacLean: 🆕 Which Wine Witch Book Cover Do You Like Best❓

📚 My publisher just sent me 2 concepts for the new memoir.

Lemme know…",2022-09-16 20:21:24,
469,Twitter for Android,1.0,"RT @BlueSkyWildlife: From the moment you arrive on this tour with @Birds_Languedoc until the moment you leave, you can relax and enjoy exce…",2022-09-16 20:21:12,Lithuania
470,Tweet Suite,0.0,Where in the #WineSelfies World are you located? Reply and RT #winelovers #wine #wineoclock @WineSelfies https://t.co/4NWl9jLrkd,2022-09-16 20:20:07,"Naples, FL"
471,Twitter for iPhone,2.0,"RT @IVES_Conference: Must-listen #podcasts about #vine and #wine #sciences! 🍇🍷
🎧 AWRI Decanted: https://t.co/ChCbqIxHjj
🎧 The Art of sellin…",2022-09-16 20:19:34,Adelaide
472,Twitter for iPhone,0.0,"a joyous wine for Friday afternoons: @lasjaraswines Waves White Wine Mendocino County 2021, a crisp, fruit-forward… https://t.co/O3CJTTSYkD",2022-09-16 20:18:33,wherever corks pop + caps snap
473,Twitter Web App,1.0,"RT @ItalyinZimbabwe: 🗓️Savethedate  🍇6th Global Conference on Wine Tourism in Alba 🇮🇹  starts on 19 September🍷

#turismo #Italia #Italy #vi…",2022-09-16 20:17:41,Harare
474,Twitter for iPhone,23.0,"RT @DemiCassiani: A nice Chardonnay from Margaret River
.
@Moss_Wood #wine #Australia @winewankers @damewine @TheWiningHour @_drazzari @nin…",2022-09-16 20:16:17,Cental Coast Calif & beyond
475,Instagram,0.0,"Let MerlotMe month tasting begin! Looking forward to highlighting this grape in October!

Happy weekend!

#merlotme… https://t.co/U8Kv3ZuXuM",2022-09-16 20:14:51,"Boston, MA"
